,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,full_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
863,2223,Ps 106 Edward Everett Hale,Public,1328 Putnam Ave,Brooklyn,11221,Kings County,New York City Geographic District #32,No,No,Yes,398,32.0,12.4,95.0,4 (1.0%),42 (10.6%),346 (86.9%),4 (1.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
864,2226,Ps 309 George E Wibecan Preparatory Academy (The),Public,794 Monroe St,Brooklyn,11221,Kings County,New York City Geographic District #16,No,No,Yes,226,21.0,10.7,84.1,14 (6.2%),125 (55.3%),73 (32.3%),5 (2.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
865,2227,Ps/Is 155 Nicholas Herkimer,Public,1355 Herkimer St,Brooklyn,11233,Kings County,New York City Geographic District #23,No,No,Yes,444,34.0,13.0,96.6,8 (1.8%),217 (48.9%),203 (45.7%),9 (2.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
866,2230,Ps 123 Mahalia Jackson,Public,301 W 140th St,New York,10030,New York County,New York City Geographic District # 5,No,No,Yes,463,45.0,10.2,94.4,17 (3.7%),233 (50.3%),192 (41.5%),8 (1.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
867,2234,Ps 23 New Children's School (The),Public,2151 Washington Ave,Bronx,10457,Bronx County,New York City Geographic District #10,No,No,Yes,439,36.0,12.2,96.6,4 (0.9%),145 (33.0%),285 (64.9%),3 (0.7%),,Bottom 25th Percentile,0,0,0,1,True,0,1
868,2236,Locke School Of Arts And Engineering (The),Public,20 W 112th St,New York,10026,New York County,New York City Geographic District # 3,No,No,Yes,362,32.0,11.3,82.3,31 (8.6%),197 (54.4%),118 (32.6%),7 (1.9%),,Bottom 25th Percentile,0,0,0,1,True,0,1
869,2239,Ps/Is 384 Frances E Carter,Public,242 Cooper St,Brooklyn,11207,Kings County,New York City Geographic District #32,No,No,Yes,504,40.0,12.5,85.3,3 (0.6%),60 (11.9%),436 (86.5%),1 (0.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
870,2240,Ps 31 William T Davis,Public,55 Layton Ave,Staten Island,10301,Richmond County,New York City Geographic District #31,No,No,Yes,379,37.0,10.2,92.1,17 (4.5%),186 (49.1%),162 (42.7%),1 (0.3%),,Bottom 25th Percentile,0,0,0,1,True,0,1
871,2245,Ps 211,Public,1919 Prospect Ave,Bronx,10457,Bronx County,New York City Geographic District #12,No,No,Yes,573,45.0,12.7,91.3,4 (0.7%),75 (13.1%),488 (85.2%),1 (0.2%),,Bottom 25th Percentile,0,0,0,1,True,0,1
872,2246,Ps 134 George F Bristow,Public,1330 Bristow St,Bronx,10459,Bronx County,New York City Geographic District #12,No,No,Yes,615,43.0,14.4,96.6,15 (2.4%),241 (39.2%),335 (54.5%),8 (1.3%),,Bottom 25th Percentile,0,0,0,1,True,0,1
873,2248,Ps 251 Paerdegat,Public,1037 E 54th St,Brooklyn,11234,Kings County,New York City Geographic District #22,No,No,Yes,493,33.0,14.9,76.5,28 (5.7%),368 (74.6%),73 (14.8%),10 (2.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
874,2251,New American Academy At Roberto Clemente State Park (The),Public,275 Harlem River Park Bridge,Bronx,10453,Bronx County,New York City Geographic District # 9,No,No,Yes,713,67.0,10.6,97.5,7 (1.0%),280 (39.3%),416 (58.3%),0 (0.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
875,2252,Ps 328 Phyllis Wheatley,Public,330 Alabama Ave,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,280,24.0,11.6,98.6,13 (4.6%),160 (57.1%),95 (33.9%),3 (1.1%),,Bottom 25th Percentile,0,0,0,1,True,0,1
876,2253,Ps 34 Franklin D Roosevelt,Public,730 E 12th St,New York,10009,New York County,New York City Geographic District # 1,No,No,Yes,305,33.0,9.2,98.7,9 (3.0%),102 (33.4%),181 (59.3%),8 (2.6%),,Bottom 25th Percentile,0,0,0,1,True,0,1
877,2263,Ps 73 Bronx,Public,1020 Anderson Ave,Bronx,10452,Bronx County,New York City Geographic District # 9,No,No,Yes,573,45.0,12.7,94.4,9 (1.6%),134 (23.4%),427 (74.5%),0 (0.0%),,Bottom 25th Percentile,0,0,0,1,True,0,1
878,2267,Ps 89 Cypress Hills,Public,265 Warwick St,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,462,41.0,11.2,94.8,0 (0.0%),11 (2.4%),443 (95.9%),4 (0.9%),,Bottom 25th Percentile,0,0,0,1,True,0,1
879,2268,Longwood Academy For Discovery (The),Public,888 Rev J A Polite Ave,Bronx,10459,Bronx County,New York City Geographic District # 8,No,No,Yes,621,50.0,12.4,96.0,17 (2.7%),124 (20.0%),473 (76.2%),3 (0.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
880,2272,John W Lavelle Preparatory Charter School,"Public, Charter, Alternative",1 Corporate Commons-1 Telepor,Staten Island,10311,Richmond County,John W Lavelle Preparatory Charter School,Yes,No,Yes,755,75.0,10.1,58.4,71 (9.4%),312 (41.3%),335 (44.4%),11 (1.5%),,Bottom 25th Percentile,0,0,0,1,False,1,0
881,2273,School For Environmental Citizenship,Public,125 E 181st St,Bronx,10453,Bronx County,New York City Geographic District #10,No,No,Yes,599,48.0,12.4,98.0,9 (1.5%),69 (11.5%),517 (86.3%),3 (0.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
882,2276,Ps 76 Bennington School (The),Public,900 Adee Ave,Bronx,10469,Bronx County,New York City Geographic District #11,No,No,Yes,890,62.0,14.3,76.6,55 (6.2%),391 (43.9%),387 (43.5%),44 (4.9%),,Bottom 25th Percentile,0,0,0,1,True,0,1
883,2278,Ps 48 Joseph R Drake,Public,1290 Spofford Ave,Bronx,10474,Bronx County,New York City Geographic District # 8,No,No,Yes,662,50.0,13.2,94.0,7 (1.1%),148 (22.4%),503 (76.0%),3 (0.5%),,Bottom 25th Percentile,0,0,0,1,True,0,1
884,2283,Ps/Is 323,Public,210 Chester St,Brooklyn,11212,Kings County,New York City Geographic District #23,No,No,Yes,611,35.0,17.4,93.8,6 (1.0%),466 (76.3%),117 (19.1%),11 (1.8%),,Bottom 25th Percentile,0,0,0,1,True,0,1
